0	0.00664275	0.0135276	0.0209009	0.0290179	0.0381466	0.0485725	0.0606021	0.074568	0.090832	0.10979	0.131875	0.157562	0.187374	0.221883	0.261719	0.307576	0.360216	0.420486	0.489327	0.567792	0.65707	0.75852	0.873711	1.00449	1.15305	1.32209	1.51492	1.73577	1.9901	2.28518	2.63093	3.04121	3.53613	4.14586	4.91785	5.93097	7.32598	9.37781	12.6872	30	
0	0.0106284	0.0216441	0.0334415	0.0464287	0.0610346	0.0777159	0.0969634	0.119309	0.145331	0.175664	0.211	0.2521	0.299799	0.355013	0.418751	0.492121	0.576346	0.672778	0.782924	0.908468	1.05131	1.21363	1.39794	1.60718	1.84489	2.11534	2.42387	2.77723	3.18416	3.6563	4.20949	4.86594	5.6578	6.63337	7.86856	9.48956	11.7216	15.0045	20.2995	30	
0	0.0145461	0.0296219	0.0457666	0.0635384	0.0835237	0.106347	0.132678	0.163243	0.198834	0.240314	0.288629	0.344816	0.410011	0.485463	0.57254	0.672748	0.787743	0.919358	1.06962	1.24081	1.43546	1.6565	1.90727	2.19167	2.51435	2.88094	3.29834	3.77526	4.32287	4.95579	5.69368	6.56351	7.60327	8.86791	10.4392	12.4418	15.0698	18.6215	23.5076	30	
0	0.0183714	0.0374111	0.0577992	0.0802395	0.105472	0.134282	0.167515	0.206085	0.250987	0.303308	0.364234	0.435068	0.517233	0.61229	0.721949	0.848087	0.992763	1.15825	1.34705	1.56195	1.80609	2.083	2.39671	2.75192	3.15414	3.60998	4.12746	4.71653	5.38975	6.16326	7.05814	8.10247	9.33413	10.8049	12.5861	14.775	17.4992	20.9073	25.1111	30	
0	0.0220818	0.0449656	0.0694675	0.0964319	0.126746	0.161351	0.20126	0.247568	0.301463	0.364244	0.437328	0.522266	0.62075	0.734636	0.865949	1.0169	1.18993	1.38768	1.61309	1.8694	2.16021	2.48956	2.86205	3.28293	3.75831	4.29542	4.90289	5.59124	6.37343	7.26569	8.28858	9.46839	10.8388	12.4431	14.3353	16.581	19.2507	22.4016	26.0316	30	
0	0.0256564	0.0522429	0.0807058	0.112024	0.147225	0.1874	0.23372	0.287451	0.349967	0.422764	0.507475	0.605882	0.719932	0.851745	1.00363	1.17812	1.37796	1.60615	1.86598	2.16105	2.49536	2.87333	3.29994	3.78082	4.32242	4.93222	5.61903	6.39329	7.26759	8.25718	9.3807	10.6609	12.1254	13.807	15.743	17.9726	20.5284	23.4218	26.6164	30	
0	0.0290766	0.0592051	0.0914556	0.126934	0.166802	0.212292	0.264724	0.325524	0.396239	0.478552	0.574295	0.685464	0.814233	0.962969	1.13424	1.33084	1.5558	1.81242	2.10426	2.43524	2.80963	3.23213	3.70795	4.2429	4.84354	5.51732	6.27282	7.11998	8.07039	9.13767	10.3378	11.6892	13.2131	14.9325	16.8711	19.0491	21.4773	24.1465	27.015	30	
0	0.0323264	0.0658194	0.101666	0.141093	0.185385	0.235908	0.294123	0.361605	0.44006	0.531343	0.63747	0.760631	0.903207	1.06778	1.25715	1.47434	1.72263	2.00553	2.32687	2.69077	3.1017	3.56452	4.08454	4.6676	5.32017	6.04945	6.8635	7.77143	8.78353	9.91141	11.1681	12.5678	14.1258	15.8573	17.7754	19.8884	22.195	24.6784	27.3005	30	
0	0.035392	0.0720581	0.111294	0.154439	0.202896	0.258151	0.321796	0.395544	0.48125	0.580923	0.696745	0.831083	0.986503	1.16578	1.3719	1.6081	1.87783	2.18483	2.53308	2.92686	3.37075	3.86968	4.42897	5.05435	5.75205	6.52884	7.39211	8.34997	9.41121	10.5854	11.8827	13.3136	14.8883	16.6158	18.5022	20.5483	22.7469	25.0791	27.5121	30	
0	0.0382623	0.0778986	0.120306	0.166927	0.219272	0.278942	0.347647	0.427227	0.519669	0.627126	0.751928	0.896598	1.06386	1.25666	1.47816	1.73175	2.02104	2.34992	2.72248	3.14312	3.61646	4.14742	4.74124	5.40344	6.13992	6.95693	7.86109	8.85942	9.95926	11.1682	12.4938	13.9434	15.5232	17.2378	19.0884	21.0716	23.1772	25.3869	27.6731	30	
0	0.0409289	0.0833236	0.128674	0.178519	0.234467	0.298223	0.371604	0.456566	0.555218	0.669836	0.802886	0.957026	1.13513	1.34027	1.57575	1.8451	2.15207	2.50063	2.89497	3.33953	3.83893	4.39803	5.02191	5.71584	6.48532	7.33603	8.2738	9.30458	10.4343	11.6689	13.0136	14.4732	16.051	17.7481	19.5629	21.4894	23.5165	25.6271	27.7978	30	
0	0.0433855	0.0883205	0.13638	0.189189	0.248447	0.315952	0.393619	0.483507	0.587831	0.708982	0.84954	1.01228	1.20021	1.4165	1.66459	1.94811	2.2709	2.63701	3.05069	3.51635	4.0386	4.62219	5.272	5.99303	6.79033	7.66901	8.63415	9.6907	10.8434	12.0965	13.4536	14.9173	16.4888	18.1669	19.948	21.8249	23.7863	25.8165	27.8956	30	
