0.000319338	0.000437422	0.00055323	0.000666181	0.000775726	0.00088135	0.000982581	0.00107899	0.00117019	0.00125585	0.00133568	0.00140943	0.0014769	0.00153794	0.00159243	0.00164028	0.00168145	0.00171589	0.00174362	0.00176465	0.00177901	0.00178676	0.00178794	0.00178263	0.00177091	0.00175285	0.00172856	0.00169812	0.00166167	0.00161931	0.00157118	0.00151743	0.00145823	0.00139377	0.00132425	0.0012499	0.00117097	0.00108773	0.00100048	
0.000642784	0.000880469	0.00111357	0.00134093	0.00156143	0.00177404	0.0019778	0.00217185	0.00235543	0.00252785	0.00268853	0.00283698	0.0029728	0.00309566	0.00320534	0.00330166	0.00338452	0.00345386	0.00350967	0.003552	0.00358091	0.0035965	0.00359888	0.00358819	0.00356459	0.00352825	0.00347934	0.00341809	0.0033447	0.00325944	0.00316256	0.00305438	0.00293522	0.00280547	0.00266554	0.00251588	0.00235701	0.00218946	0.00201383	
0.000974328	0.00133461	0.00168795	0.00203258	0.00236681	0.00268907	0.00299794	0.00329209	0.00357035	0.0038317	0.00407526	0.00430028	0.00450615	0.00469239	0.00485865	0.00500465	0.00513024	0.00523534	0.00531994	0.00538411	0.00542793	0.00545155	0.00545516	0.00543896	0.00540319	0.0053481	0.00527397	0.00518112	0.00506989	0.00494064	0.00479379	0.00462981	0.0044492	0.00425252	0.00404041	0.00381356	0.00357274	0.00331877	0.00305255	
0.00131773	0.001805	0.00228288	0.00274896	0.003201	0.00363685	0.00405457	0.0044524	0.00482874	0.00518221	0.00551161	0.00581593	0.00609437	0.00634625	0.0065711	0.00676856	0.00693842	0.00708056	0.00719499	0.00728176	0.00734103	0.00737298	0.00737787	0.00735596	0.00730757	0.00723307	0.00713282	0.00700724	0.0068568	0.006682	0.00648339	0.00626161	0.00601734	0.00575134	0.00546448	0.00515768	0.00483197	0.00448849	0.00412844	
0.00167642	0.00229632	0.00290427	0.00349723	0.0040723	0.0046268	0.00515822	0.00566434	0.00614312	0.0065928	0.00701186	0.00739903	0.00775325	0.0080737	0.00835975	0.00861096	0.00882705	0.00900789	0.00915346	0.00926386	0.00933926	0.00937991	0.00938612	0.00935825	0.0092967	0.00920191	0.00907437	0.00891461	0.00872322	0.00850084	0.00824817	0.00796602	0.00765526	0.00731686	0.00695191	0.00656159	0.00614723	0.00571025	0.00525219	
0.00205334	0.00281262	0.00355726	0.00428354	0.00498791	0.00566708	0.00631799	0.0069379	0.00752433	0.00807512	0.0085884	0.00906262	0.00949649	0.00988899	0.0102394	0.010547	0.0108117	0.0110332	0.0112115	0.0113467	0.0114391	0.0114889	0.0114965	0.0114624	0.011387	0.0112709	0.0111147	0.010919	0.0106845	0.0104122	0.0101027	0.0097571	0.00937646	0.00896198	0.00851497	0.0080369	0.00752937	0.00699414	0.0064331	
0.00245089	0.00335717	0.00424598	0.00511287	0.00595362	0.00676428	0.00754122	0.00828114	0.00898111	0.00963854	0.0102512	0.0108172	0.0113351	0.0118036	0.0122218	0.0125891	0.012905	0.0131694	0.0133822	0.0135436	0.0136538	0.0137133	0.0137223	0.0136816	0.0135916	0.013453	0.0132666	0.013033	0.0127532	0.0124281	0.0120587	0.0116462	0.0111919	0.0106971	0.0101636	0.00959293	0.00898714	0.00834828	0.00767861	
0.00287076	0.00393229	0.00497338	0.00598878	0.00697356	0.00792309	0.00883313	0.00969982	0.0105197	0.0112898	0.0120074	0.0126704	0.013277	0.0138257	0.0143156	0.0147458	0.0151158	0.0154255	0.0156748	0.0158638	0.0159929	0.0160626	0.0160732	0.0160255	0.0159201	0.0157577	0.0155393	0.0152658	0.014938	0.0145572	0.0141245	0.0136414	0.0131092	0.0125297	0.0119047	0.0112363	0.0105268	0.00977847	0.00899407	
0.00331386	0.00453925	0.00574102	0.00691315	0.00804993	0.00914603	0.0101965	0.011197	0.0121434	0.0130323	0.0138607	0.0146261	0.0153263	0.0159598	0.0165252	0.0170218	0.017449	0.0178065	0.0180942	0.0183125	0.0184615	0.0185419	0.0185541	0.018499	0.0183774	0.01819	0.0179379	0.0176221	0.0172437	0.0168041	0.0163047	0.0157469	0.0151326	0.0144637	0.0137423	0.0129707	0.0121516	0.0112878	0.0103823	
0.00378022	0.00517805	0.00654895	0.00788603	0.00918279	0.0104331	0.0116315	0.0127727	0.0138524	0.0148664	0.0158114	0.0166844	0.0174832	0.0182058	0.0188508	0.0194173	0.0199046	0.0203124	0.0206406	0.0208896	0.0210596	0.0211513	0.0211653	0.0211024	0.0209636	0.0207499	0.0204623	0.0201021	0.0196705	0.019169	0.0185993	0.017963	0.0172622	0.0164992	0.0156762	0.0147961	0.0138617	0.0128763	0.0118434	
0.00426886	0.00584738	0.00739548	0.0089054	0.0103698	0.0117818	0.013135	0.0144238	0.015643	0.0167881	0.0178552	0.0188411	0.0197431	0.0205591	0.0212876	0.0219273	0.0224776	0.0229381	0.0233088	0.0235899	0.0237819	0.0238854	0.0239012	0.0238303	0.0236735	0.0234321	0.0231074	0.0227006	0.0222132	0.0216469	0.0210035	0.020285	0.0194937	0.0186319	0.0177026	0.0167087	0.0156535	0.0145408	0.0133744	
0.00477777	0.00654447	0.00827714	0.00996706	0.011606	0.0131863	0.0147009	0.0161433	0.0175079	0.0187895	0.0199838	0.0210873	0.0220968	0.0230101	0.0238254	0.0245414	0.0251573	0.0256727	0.0260876	0.0264022	0.0266171	0.026733	0.0267507	0.0266712	0.0264958	0.0262257	0.0258622	0.0254069	0.0248614	0.0242276	0.0235075	0.0227033	0.0218176	0.0208532	0.0198131	0.0187007	0.0175197	0.0162743	0.0149688	
