0.000000	0.999992	0.451094
0.000057	0.999992	0.452191
0.000114	0.999992	0.453287
0.000171	0.999992	0.454384
0.000228	0.999992	0.455480
0.000285	0.999992	0.456577
0.000342	0.999992	0.457673
0.000399	0.999993	0.458769
0.000456	0.999993	0.459866
0.000513	0.999993	0.460962
0.000570	0.999993	0.462059
0.000627	0.999993	0.463155
0.000684	0.999993	0.464252
0.000741	0.999993	0.465348
0.000798	0.999993	0.466445
0.000855	0.999993	0.467541
0.000912	0.999993	0.468638
0.000969	0.999993	0.469734
0.001026	0.999993	0.470831
0.001082	0.999993	0.471927
0.001139	0.999993	0.473024
0.001196	0.999993	0.474120
0.001253	0.999993	0.475217
0.001310	0.999993	0.476313
0.001367	0.999993	0.477410
0.001424	0.999993	0.478506
0.001481	0.999993	0.479603
0.001538	0.999993	0.480699
0.001595	0.999993	0.481795
0.001652	0.999993	0.482892
0.001709	0.999993	0.483988
0.001766	0.999993	0.485085
0.001823	0.999993	0.486181
0.001880	0.999993	0.487278
0.001937	0.999993	0.488374
0.001994	0.999993	0.489471
0.002051	0.999993	0.490567
0.002108	0.999993	0.491664
0.002165	0.999993	0.492760
0.002222	0.999993	0.493857
0.002279	0.999993	0.494953
0.002336	0.999993	0.496050
0.002393	0.999993	0.497146
0.002450	0.999993	0.498243
0.002507	0.999993	0.499339
0.002564	0.999993	0.500436
0.002621	0.999993	0.501532
0.002678	0.999993	0.502629
0.002735	0.999993	0.503725
0.002792	0.999993	0.504822
0.002849	0.999993	0.505918
0.002906	0.999993	0.507014
0.002963	0.999993	0.508111
0.003020	0.999993	0.509207
0.003077	0.999993	0.510304
0.003134	0.999993	0.511400
0.003191	0.999993	0.512497
0.003247	0.999993	0.513593
0.003304	0.999993	0.514690
0.003361	0.999993	0.515786
0.003418	0.999993	0.516883
0.003475	0.999993	0.517979
0.003532	0.999993	0.519076
0.003589	0.999993	0.520172
0.003646	0.999993	0.521269
0.003703	0.999993	0.522365
0.003760	0.999993	0.523462
0.003817	0.999993	0.524558
0.003874	0.999993	0.525655
0.003931	0.999993	0.526751
0.003988	0.999993	0.527848
0.004045	0.999993	0.528944
0.004102	0.999993	0.530041
0.004159	0.999993	0.531137
0.004216	0.999993	0.532234
0.004273	0.999993	0.533330
0.004330	0.999993	0.534426
0.004387	0.999993	0.535523
0.004444	0.999993	0.536619
0.004501	0.999993	0.537716
0.004558	0.999993	0.538812
0.004615	0.999993	0.539909
0.004672	0.999993	0.541005
0.004729	0.999993	0.542102
0.004786	0.999993	0.543198
0.004843	0.999993	0.544295
0.004900	0.999993	0.545391
0.004957	0.999993	0.546488
0.005014	0.999993	0.547584
0.005071	0.999993	0.548681
0.005128	0.999993	0.549777
0.005185	0.999993	0.550874
0.005242	0.999993	0.551970
0.005299	0.999993	0.553067
0.005356	0.999993	0.554163
0.005412	0.999993	0.555260
0.005469	0.999993	0.556356
0.005526	0.999993	0.557453
0.005583	0.999993	0.558549
0.005640	0.999993	0.559646
0.005697	0.999993	0.560742
0.005754	0.999993	0.561838
0.005811	0.999993	0.562935
0.005868	0.999993	0.564031
0.005925	0.999993	0.565128
0.005982	0.999993	0.566224
0.006039	0.999993	0.567321
0.006096	0.999993	0.568417
0.006153	0.999993	0.569514
0.006210	0.999993	0.570610
0.006267	0.999993	0.571707
0.006324	0.999993	0.572803
0.006381	0.999993	0.573900
0.006438	0.999993	0.574996
0.006495	0.999993	0.576093
0.006552	0.999993	0.577189
0.006609	0.999993	0.578286
