0	0.0490677	0.0980171	0.14673	0.19509	0.24298	0.290285	0.33689	0.382683	0.427555	0.471397	0.514103	0.55557	0.595699	0.634393	0.671559	0.707107	0.740951	0.77301	0.803208	0.83147	0.857729	0.881921	0.903989	0.92388	0.941544	0.95694	0.970031	0.980785	0.989177	0.995185	0.998795	1	0.998795	0.995185	0.989177	0.980785	0.970031	0.95694	0.941544	0.92388	0.903989	0.881921	0.857729	0.83147	0.803208	0.77301	0.740951	0.707107	0.671559	0.634393	0.595699	0.55557	0.514103	0.471397	0.427555	0.382683	0.33689	0.290285	0.24298	0.19509	0.14673	0.0980171	0.0490677	-0	
0.0980171	0.135742	0.174209	0.213225	0.252606	0.292173	0.331756	0.371193	0.410326	0.449005	0.487086	0.524431	0.560907	0.59639	0.630758	0.663897	0.695699	0.726059	0.754882	0.782076	0.807555	0.831238	0.853052	0.872929	0.890805	0.906624	0.920335	0.931892	0.941257	0.948395	0.953279	0.955887	0.956202	0.954214	0.949917	0.943311	0.934402	0.9232	0.909723	0.89399	0.876027	0.855865	0.833538	0.809086	0.782552	0.753982	0.723427	0.690939	0.656576	0.620396	0.582459	0.542829	0.501568	0.458742	0.414416	0.368654	0.32152	0.273077	0.223386	0.172504	0.120487	0.0673834	0.0132399	-0.0419044	-0.0980171	
0.19509	0.221673	0.249851	0.279355	0.309934	0.341349	0.373375	0.4058	0.438423	0.471053	0.503511	0.535627	0.567239	0.598195	0.628351	0.657573	0.685731	0.712705	0.738383	0.762659	0.785434	0.806617	0.826121	0.843868	0.859787	0.873811	0.885882	0.895945	0.903954	0.909868	0.91365	0.915272	0.914708	0.911941	0.906957	0.899748	0.89031	0.878645	0.86476	0.848665	0.830373	0.809905	0.787281	0.762527	0.73567	0.706742	0.675775	0.642804	0.607863	0.570989	0.532219	0.491588	0.449132	0.404883	0.358871	0.311125	0.261666	0.210513	0.157678	0.103164	0.0469684	-0.0109235	-0.0705364	-0.131908	-0.19509	
0.290285	0.306011	0.324167	0.344411	0.366426	0.389913	0.414594	0.440208	0.466511	0.493273	0.520278	0.547326	0.574225	0.600799	0.62688	0.652311	0.676946	0.700647	0.723286	0.744743	0.764906	0.783672	0.800945	0.816636	0.830663	0.842952	0.853436	0.862053	0.868747	0.873471	0.876181	0.87684	0.875417	0.871885	0.866222	0.858413	0.848445	0.836311	0.822008	0.805535	0.786897	0.7661	0.743154	0.718069	0.69086	0.661541	0.630128	0.596637	0.561083	0.523479	0.48384	0.442174	0.398488	0.352785	0.305062	0.255308	0.203506	0.149632	0.0936479	0.0355066	-0.0248536	-0.0875092	-0.152554	-0.220101	-0.290285	
0.382683	0.387918	0.396393	0.407696	0.421445	0.437283	0.45488	0.473928	0.49414	0.515248	0.537003	0.559172	0.581537	0.603895	0.626057	0.647845	0.669094	0.68965	0.70937	0.72812	0.745775	0.762221	0.777351	0.791066	0.803276	0.813899	0.822857	0.830081	0.83551	0.839088	0.840763	0.840492	0.838235	0.833958	0.827634	0.819236	0.808746	0.796147	0.781425	0.764572	0.74558	0.724445	0.701164	0.675736	0.64816	0.618435	0.58656	0.552534	0.516351	0.478006	0.437487	0.39478	0.349863	0.302709	0.253282	0.201538	0.14742	0.0908601	0.0317756	-0.0299322	-0.0943801	-0.161706	-0.232069	-0.305657	-0.382683	
0.471397	0.466585	0.465791	0.468536	0.474374	0.482894	0.493715	0.506483	0.520872	0.536576	0.553313	0.570821	0.588854	0.607187	0.625606	0.643916	0.661934	0.679489	0.696423	0.71259	0.727852	0.742085	0.75517	0.767001	0.777477	0.786508	0.794009	0.799905	0.804125	0.806606	0.80729	0.806128	0.803071	0.79808	0.791118	0.782153	0.771156	0.758104	0.742973	0.725746	0.706406	0.684936	0.661322	0.635551	0.607608	0.577478	0.545144	0.510587	0.473783	0.434706	0.393323	0.349595	0.303474	0.254905	0.203821	0.150142	0.0937757	0.034613	-0.0274733	-0.0926306	-0.161029	-0.232864	-0.308361	-0.387774	-0.471397	
0.55557	0.541232	0.531651	0.526282	0.524621	0.526203	0.530601	0.537418	0.546287	0.55687	0.568852	0.581943	0.595872	0.61039	0.625264	0.640279	0.655236	0.669947	0.684243	0.697962	0.710958	0.723094	0.734243	0.744288	0.753122	0.760646	0.766767	0.771403	0.774477	0.775919	0.775665	0.773657	0.769842	0.764172	0.756605	0.7471	0.735622	0.722138	0.706618	0.689035	0.669361	0.64757	0.623638	0.597538	0.569244	0.538725	0.505951	0.470886	0.433488	0.393712	0.351504	0.306802	0.259534	0.209617	0.156954	0.101434	0.0429283	-0.0187103	-0.0836511	-0.152088	-0.224241	-0.300361	-0.380734	-0.465683	-0.55557	
0.634393	0.611122	0.5933	0.58032	0.571623	0.566697	0.565068	0.566299	0.569988	0.575763	0.583281	0.592225	0.6023	0.613236	0.62478	0.6367	0.64878	0.660821	0.672637	0.684057	0.694924	0.705089	0.714418	0.722786	0.730077	0.736184	0.741009	0.744463	0.746461	0.746927	0.745792	0.742992	0.738466	0.732161	0.724028	0.714019	0.702093	0.688208	0.672327	0.654413	0.634432	0.612346	0.588121	0.56172	0.533103	0.502229	0.46905	0.433517	0.395572	0.355151	0.31218	0.266576	0.218244	0.167075	0.112944	0.0557114	-0.0047859	-0.0687311	-0.136333	-0.207828	-0.283485	-0.363606	-0.448533	-0.538651	-0.634393	
0.707107	0.675563	0.650106	0.630073	0.614855	0.603893	0.596673	0.592721	0.591602	0.592913	0.596284	0.601374	0.607867	0.615471	0.623918	0.632959	0.642363	0.651917	0.661425	0.670705	0.679588	0.687919	0.695554	0.70236	0.708214	0.713003	0.716623	0.718976	0.719975	0.719536	0.717585	0.71405	0.708869	0.701979	0.693326	0.682856	0.670522	0.656274	0.640068	0.62186	0.601606	0.579261	0.554781	0.528117	0.49922	0.468036	0.434504	0.398561	0.360133	0.31914	0.275489	0.229079	0.179791	0.127494	0.0720381	0.0132534	-0.0490519	-0.115095	-0.185121	-0.259407	-0.338265	-0.422045	-0.511141	-0.605997	-0.707107	
0.77301	0.733916	0.701487	0.67501	0.65383	0.637347	0.625009	0.61631	0.610783	0.608001	0.607567	0.609119	0.61232	0.616863	0.622462	0.628853	0.635793	0.643058	0.65044	0.657747	0.664803	0.671443	0.677516	0.682883	0.687414	0.69099	0.6935	0.694843	0.694924	0.693657	0.690959	0.686756	0.680978	0.67356	0.664439	0.653559	0.640862	0.626297	0.609811	0.591353	0.570871	0.548312	0.523624	0.496748	0.467625	0.436189	0.40237	0.366089	0.32726	0.285786	0.241559	0.194459	0.144348	0.0910726	0.0344606	-0.0256835	-0.0895798	-0.157476	-0.229649	-0.306414	-0.388122	-0.475166	-0.56799	-0.667087	-0.77301	
0.83147	0.785604	0.746916	0.714649	0.688108	0.666655	0.649706	0.636725	0.62722	0.620738	0.616863	0.615211	0.615431	0.617198	0.620211	0.624196	0.628897	0.63408	0.639528	0.64504	0.650432	0.655532	0.660184	0.664241	0.667568	0.670041	0.671544	0.671971	0.671222	0.669206	0.665837	0.661035	0.654727	0.646841	0.637312	0.626075	0.613072	0.598241	0.581526	0.562869	0.542211	0.519494	0.494654	0.467627	0.438343	0.406727	0.372698	0.336166	0.297032	0.255185	0.210503	0.162849	0.112068	0.0579887	0.000415776	-0.0608682	-0.126108	-0.195578	-0.269586	-0.348479	-0.432642	-0.522509	-0.618565	-0.721351	-0.83147	
0.881921	0.830112	0.785925	0.748563	0.717296	0.691457	0.670433	0.653663	0.640632	0.630867	0.623933	0.619431	0.616994	0.616283	0.616987	0.61882	0.621517	0.624835	0.628549	0.632451	0.636349	0.640068	0.643444	0.646326	0.648574	0.650059	0.650662	0.650272	0.648785	0.646106	0.642146	0.636821	0.630052	0.621765	0.61189	0.600359	0.587107	0.572069	0.555183	0.536385	0.515612	0.492797	0.467871	0.440762	0.411392	0.379678	0.345529	0.308845	0.269516	0.227419	0.18242	0.134366	0.0830888	0.0283982	-0.0299177	-0.0920967	-0.158405	-0.229141	-0.304639	-0.385272	-0.471458	-0.563664	-0.662411	-0.76828	-0.881921	
0.92388	0.866998	0.818108	0.77638	0.741056	0.711443	0.686906	0.666862	0.650777	0.638163	0.62857	0.621585	0.616828	0.613951	0.612633	0.612579	0.613515	0.615192	0.617379	0.619862	0.622445	0.624946	0.627197	0.629043	0.630341	0.630959	0.630772	0.629668	0.627539	0.624287	0.619819	0.614049	0.606894	0.598277	0.588124	0.576363	0.562926	0.547745	0.530751	0.511877	0.491054	0.46821	0.443271	0.416158	0.386786	0.355065	0.320896	0.28417	0.244768	0.202557	0.157392	0.109108	0.0575227	0.00243345	-0.0563878	-0.119196	-0.186275	-0.257943	-0.334556	-0.416512	-0.504254	-0.598277	-0.699134	-0.807439	-0.92388	
0.95694	0.895893	0.843128	0.797792	0.759105	0.726353	0.698883	0.676099	0.657451	0.642437	0.630597	0.621508	0.614781	0.610059	0.607013	0.605343	0.60477	0.605038	0.605911	0.607172	0.60862	0.61007	0.611352	0.612306	0.612787	0.61266	0.611798	0.610086	0.607414	0.603681	0.598793	0.592659	0.585196	0.576323	0.565964	0.554043	0.54049	0.525232	0.508198	0.489317	0.468516	0.445718	0.420845	0.393812	0.364529	0.3329	0.298819	0.26217	0.222828	0.18065	0.135482	0.0871499	0.0354614	-0.019799	-0.0788711	-0.142023	-0.209554	-0.281799	-0.359131	-0.441965	-0.530768	-0.626056	-0.728407	-0.838464	-0.95694	
0.980785	0.916506	0.860719	0.812555	0.771217	0.735979	0.706175	0.681198	0.660488	0.643536	0.629872	0.619067	0.610726	0.604487	0.600016	0.597009	0.595182	0.594276	0.594053	0.594292	0.594791	0.595362	0.595831	0.59604	0.59584	0.595093	0.593673	0.591462	0.588348	0.58423	0.57901	0.572598	0.564907	0.555855	0.545363	0.533355	0.519757	0.504494	0.487492	0.468678	0.447974	0.425302	0.400578	0.373715	0.344618	0.313187	0.279309	0.242866	0.203723	0.161734	0.116736	0.0685493	0.016972	-0.0382193	-0.0972741	-0.160471	-0.22812	-0.300568	-0.378202	-0.461451	-0.550796	-0.646773	-0.749975	-0.861067	-0.980785	
0.995185	0.928626	0.870687	0.820489	0.777228	0.740169	0.70864	0.682027	0.659767	0.641344	0.626286	0.614159	0.604567	0.597144	0.591555	0.587491	0.584669	0.582829	0.58173	0.581151	0.580888	0.580752	0.58057	0.580181	0.579436	0.578198	0.576338	0.573737	0.570286	0.565878	0.560419	0.553814	0.545977	0.536825	0.526278	0.514257	0.500687	0.485493	0.468598	0.449927	0.4294	0.406936	0.382451	0.355852	0.327043	0.295919	0.262367	0.226261	0.187464	0.145827	0.10118	0.0533391	0.00209705	-0.0527757	-0.111535	-0.174466	-0.241887	-0.314152	-0.391657	-0.47484	-0.564194	-0.660263	-0.763655	-0.875045	-0.995185	
1	0.932125	0.872915	0.821487	0.777037	0.738828	0.706188	0.678502	0.655206	0.635785	0.619766	0.606716	0.596237	0.587965	0.581565	0.576729	0.573173	0.570639	0.568885	0.567691	0.566854	0.566186	0.565513	0.564675	0.563523	0.561921	0.559741	0.556863	0.553176	0.548578	0.54297	0.53626	0.528361	0.519189	0.508664	0.496707	0.483242	0.468191	0.45148	0.43303	0.412762	0.390593	0.366436	0.340198	0.311782	0.28108	0.247977	0.212346	0.174048	0.132928	0.0888188	0.04153	-0.00914702	-0.0634452	-0.121624	-0.183971	-0.25081	-0.322497	-0.399432	-0.48206	-0.570876	-0.66643	-0.769335	-0.880273	-1	
