0	0.0245412	0.0490677	0.0735646	0.0980171	0.122411	0.14673	0.170962	0.19509	0.219101	0.24298	0.266713	0.290285	0.313682	0.33689	0.359895	0.382683	0.405241	0.427555	0.449611	0.471397	0.492898	0.514103	0.534998	0.55557	0.575808	0.595699	0.615232	0.634393	0.653173	0.671559	0.689541	0.707107	0.724247	0.740951	0.757209	0.77301	0.788346	0.803208	0.817585	0.83147	0.844854	0.857729	0.870087	0.881921	0.893224	0.903989	0.91421	0.92388	0.932993	0.941544	0.949528	0.95694	0.963776	0.970031	0.975702	0.980785	0.985278	0.989177	0.99248	0.995185	0.99729	0.998795	0.999699	1	0.999699	0.998795	0.99729	0.995185	0.99248	0.989177	0.985278	0.980785	0.975702	0.970031	0.963776	0.95694	0.949528	0.941544	0.932993	0.92388	0.91421	0.903989	0.893224	0.881921	0.870087	0.857729	0.844854	0.83147	0.817585	0.803208	0.788346	0.77301	0.757209	0.740951	0.724247	0.707107	0.689541	0.671559	0.653173	0.634393	0.615232	0.595699	0.575808	0.55557	0.534998	0.514103	0.492898	0.471397	0.449611	0.427555	0.405241	0.382683	0.359895	0.33689	0.313682	0.290285	0.266713	0.24298	0.219101	0.19509	0.170962	0.14673	0.122411	0.0980171	0.0735646	0.0490677	0.0245412	-0	
0.0490677	0.0707052	0.0924409	0.114255	0.136127	0.158039	0.179971	0.201905	0.223821	0.245702	0.267531	0.289288	0.310956	0.332519	0.353959	0.37526	0.396406	0.417379	0.438165	0.458747	0.479111	0.49924	0.519121	0.538739	0.558079	0.577128	0.595871	0.614296	0.632389	0.650138	0.667529	0.684552	0.701193	0.717441	0.733284	0.748713	0.763715	0.778281	0.792401	0.806064	0.819262	0.831986	0.844225	0.855973	0.867221	0.877962	0.888187	0.89789	0.907064	0.915703	0.9238	0.931351	0.938349	0.94479	0.950669	0.955982	0.960726	0.964895	0.968488	0.971501	0.973932	0.97578	0.977041	0.977715	0.9778	0.977297	0.976204	0.974522	0.972251	0.969392	0.965946	0.961914	0.957299	0.952101	0.946324	0.939971	0.933044	0.925547	0.917484	0.908859	0.899676	0.889939	0.879655	0.868828	0.857465	0.845569	0.833149	0.820211	0.80676	0.792805	0.778352	0.76341	0.747985	0.732086	0.71572	0.698898	0.681626	0.663914	0.645772	0.627207	0.608231	0.588851	0.569079	0.548923	0.528395	0.507503	0.486259	0.464672	0.442753	0.420513	0.397962	0.375111	0.35197	0.328551	0.304863	0.280917	0.256725	0.232296	0.207642	0.182772	0.157698	0.132429	0.106975	0.0813475	0.0555552	0.0296082	0.00351593	-0.0227124	-0.0490677	
0.0980171	0.116771	0.135736	0.154886	0.174198	0.193647	0.21321	0.232864	0.252587	0.272357	0.292152	0.311951	0.331733	0.351479	0.371168	0.390782	0.4103	0.429705	0.448978	0.468102	0.487058	0.505831	0.524403	0.542757	0.560879	0.578752	0.596362	0.613692	0.63073	0.64746	0.663869	0.679944	0.695671	0.711038	0.726033	0.740642	0.754856	0.768662	0.78205	0.79501	0.80753	0.819601	0.831214	0.84236	0.853029	0.863214	0.872906	0.882099	0.890783	0.898954	0.906603	0.913726	0.920315	0.926366	0.931874	0.936833	0.941239	0.945089	0.948379	0.951105	0.953264	0.954854	0.955873	0.956319	0.95619	0.955484	0.954202	0.952343	0.949906	0.946892	0.943302	0.939135	0.934394	0.92908	0.923194	0.916739	0.909718	0.902132	0.893986	0.885282	0.876025	0.866217	0.855864	0.84497	0.833539	0.821577	0.809088	0.79608	0.782556	0.768523	0.753987	0.738955	0.723433	0.707428	0.690947	0.673997	0.656585	0.638719	0.620406	0.601654	0.582471	0.562864	0.542841	0.522411	0.501582	0.480361	0.458757	0.436778	0.414431	0.391726	0.36867	0.34527	0.321536	0.297474	0.273093	0.2484	0.223401	0.198105	0.172519	0.146648	0.1205	0.0940798	0.0673943	0.0404487	0.0132481	-0.0142028	-0.0418998	-0.069839	-0.0980171	
0.14673	0.162626	0.178845	0.195356	0.212131	0.229141	0.246358	0.263755	0.281307	0.298986	0.316769	0.33463	0.352547	0.370495	0.388453	0.406398	0.424308	0.442162	0.459941	0.477623	0.49519	0.512622	0.529901	0.547009	0.563928	0.580641	0.597131	0.613382	0.629378	0.645103	0.660544	0.675684	0.69051	0.705008	0.719165	0.732968	0.746404	0.759462	0.772129	0.784394	0.796246	0.807675	0.81867	0.829222	0.839321	0.848959	0.858126	0.866815	0.875017	0.882726	0.889933	0.896633	0.902819	0.908486	0.913626	0.918236	0.92231	0.925844	0.928833	0.931275	0.933165	0.934501	0.935279	0.935498	0.935155	0.934249	0.932778	0.930741	0.928138	0.924969	0.921233	0.91693	0.912062	0.906629	0.900633	0.894074	0.886955	0.879278	0.871046	0.86226	0.852924	0.843041	0.832614	0.821647	0.810145	0.79811	0.785548	0.772463	0.75886	0.744743	0.730118	0.71499	0.699365	0.683247	0.666643	0.649558	0.631999	0.613971	0.59548	0.576532	0.557134	0.537292	0.517012	0.496299	0.475161	0.453602	0.43163	0.40925	0.386468	0.36329	0.33972	0.315765	0.291429	0.266718	0.241636	0.216187	0.190375	0.164205	0.13768	0.110801	0.0835729	0.0559965	0.0280736	-0.000194964	-0.0288087	-0.0577678	-0.0870733	-0.116727	-0.14673	
0.19509	0.208159	0.221662	0.235563	0.24983	0.264428	0.279326	0.294492	0.309898	0.325512	0.341307	0.357255	0.373329	0.389503	0.405751	0.422048	0.438371	0.454696	0.470999	0.48726	0.503456	0.519567	0.535571	0.55145	0.567183	0.582752	0.598139	0.613326	0.628296	0.643032	0.657518	0.671738	0.685677	0.69932	0.712652	0.725661	0.738332	0.750652	0.762609	0.774191	0.785385	0.796182	0.806569	0.816537	0.826075	0.835174	0.843824	0.852017	0.859745	0.866999	0.873771	0.880055	0.885844	0.89113	0.895909	0.900174	0.90392	0.907143	0.909836	0.911997	0.913621	0.914704	0.915244	0.915238	0.914683	0.913577	0.911919	0.909706	0.906937	0.903612	0.89973	0.895291	0.890295	0.884743	0.878634	0.871969	0.864751	0.85698	0.848658	0.839787	0.83037	0.820408	0.809904	0.798861	0.787283	0.775172	0.762531	0.749365	0.735678	0.721472	0.706752	0.691523	0.675788	0.659552	0.642819	0.625594	0.607881	0.589685	0.57101	0.551861	0.532242	0.512159	0.491614	0.470613	0.449159	0.427258	0.404912	0.382125	0.358902	0.335244	0.311156	0.28664	0.261698	0.236332	0.210545	0.184337	0.157708	0.130661	0.103193	0.0753047	0.0469944	0.0182598	-0.0109016	-0.0404935	-0.07052	-0.100986	-0.131899	-0.163264	-0.19509	
0.24298	0.253258	0.264079	0.275405	0.287196	0.299415	0.312025	0.324991	0.33828	0.351857	0.365692	0.379754	0.394011	0.408436	0.422999	0.437673	0.452432	0.46725	0.482101	0.496962	0.511808	0.526617	0.541367	0.556035	0.570601	0.585045	0.599347	0.613487	0.627448	0.64121	0.654758	0.668073	0.681139	0.693941	0.706463	0.718691	0.730609	0.742205	0.753464	0.764374	0.774923	0.785098	0.794888	0.804281	0.813268	0.821837	0.829979	0.837685	0.844946	0.851753	0.858097	0.863972	0.86937	0.874283	0.878706	0.882632	0.886055	0.88897	0.891371	0.893255	0.894616	0.895451	0.895756	0.895527	0.894763	0.893459	0.891614	0.889225	0.886292	0.882812	0.878785	0.87421	0.869085	0.863412	0.85719	0.850418	0.843099	0.835233	0.82682	0.817862	0.80836	0.798316	0.787733	0.776611	0.764953	0.752762	0.74004	0.726789	0.713013	0.698715	0.683896	0.668562	0.652713	0.636354	0.619488	0.602118	0.584247	0.565878	0.547015	0.527659	0.507816	0.487486	0.466673	0.445379	0.423606	0.401357	0.378634	0.355437	0.331769	0.30763	0.28302	0.25794	0.23239	0.206369	0.179875	0.152906	0.125461	0.097536	0.0691272	0.0402303	0.01084	-0.0190499	-0.0494463	-0.0803572	-0.111792	-0.143759	-0.176272	-0.209341	-0.24298	
0.290285	0.297813	0.305993	0.314782	0.324135	0.33401	0.344367	0.355167	0.366372	0.377945	0.389851	0.402056	0.414526	0.42723	0.440136	0.453214	0.466434	0.47977	0.493193	0.506678	0.520197	0.533727	0.547243	0.560723	0.574142	0.587481	0.600716	0.613828	0.626797	0.639604	0.65223	0.664656	0.676866	0.688842	0.700569	0.712029	0.723209	0.734094	0.744668	0.75492	0.764834	0.774399	0.783602	0.792432	0.800878	0.808927	0.816571	0.823799	0.830601	0.836969	0.842893	0.848366	0.85338	0.857927	0.862	0.865592	0.868697	0.87131	0.873425	0.875036	0.876138	0.876728	0.876801	0.876353	0.875381	0.873882	0.871852	0.86929	0.866193	0.86256	0.858388	0.853676	0.848424	0.84263	0.836294	0.829416	0.821995	0.814032	0.805526	0.79648	0.786892	0.776765	0.766099	0.754896	0.743157	0.730883	0.718076	0.704739	0.690872	0.676477	0.661557	0.646113	0.630148	0.613663	0.596661	0.579143	0.56111	0.542566	0.523511	0.503947	0.483875	0.463296	0.442212	0.420623	0.39853	0.375932	0.352829	0.329221	0.305107	0.280486	0.255354	0.229712	0.203554	0.176878	0.149679	0.121953	0.0936937	0.064895	0.0355496	0.00564931	-0.0248149	-0.0558531	-0.0874766	-0.119698	-0.15253	-0.185987	-0.220087	-0.254847	-0.290285	
0.33689	0.341715	0.347299	0.353594	0.360551	0.368123	0.376267	0.384938	0.394096	0.4037	0.413712	0.424093	0.434808	0.445822	0.4571	0.468611	0.480322	0.492203	0.504225	0.516358	0.528576	0.54085	0.553157	0.56547	0.577765	0.590019	0.602208	0.614312	0.626309	0.638179	0.649901	0.661456	0.672826	0.683993	0.69494	0.705649	0.716105	0.726293	0.736196	0.745801	0.755094	0.764062	0.77269	0.780968	0.788883	0.796423	0.803578	0.810337	0.81669	0.822628	0.828141	0.83322	0.837857	0.842044	0.845774	0.849039	0.851833	0.854149	0.855981	0.857324	0.858173	0.858522	0.858366	0.857703	0.856526	0.854834	0.852623	0.84989	0.846631	0.842846	0.838531	0.833684	0.828304	0.822391	0.815941	0.808956	0.801433	0.793373	0.784774	0.775638	0.765964	0.755753	0.745003	0.733717	0.721895	0.709537	0.696644	0.683218	0.669257	0.654765	0.639741	0.624187	0.608103	0.59149	0.574349	0.556681	0.538486	0.519764	0.500516	0.480742	0.460441	0.439613	0.418257	0.396372	0.373957	0.35101	0.327529	0.303511	0.278953	0.253851	0.228201	0.201998	0.175236	0.147909	0.120011	0.0915326	0.0624658	0.0328007	0.0025268	-0.0283677	-0.0598957	-0.0920711	-0.124909	-0.158427	-0.192642	-0.227574	-0.263243	-0.299674	-0.33689	
0.382683	0.384857	0.387895	0.391744	0.396351	0.401666	0.407639	0.414223	0.421374	0.429048	0.437202	0.445796	0.454791	0.464149	0.473832	0.483807	0.494039	0.504495	0.515144	0.525954	0.536896	0.547942	0.559064	0.570234	0.581428	0.59262	0.603786	0.614903	0.625949	0.636901	0.647738	0.658441	0.668989	0.679364	0.689547	0.699522	0.70927	0.718775	0.728022	0.736995	0.74568	0.754063	0.762129	0.769867	0.777263	0.784305	0.790981	0.797282	0.803195	0.808712	0.813821	0.818515	0.822783	0.826618	0.830012	0.832957	0.835446	0.837471	0.839027	0.840108	0.840707	0.840819	0.84044	0.839564	0.838188	0.836306	0.833916	0.831014	0.827597	0.823661	0.819204	0.814224	0.808719	0.802686	0.796125	0.789032	0.781408	0.773251	0.76456	0.755335	0.745574	0.735277	0.724445	0.713075	0.701169	0.688726	0.675746	0.66223	0.648176	0.633584	0.618456	0.60279	0.586587	0.569845	0.552566	0.534747	0.516388	0.497489	0.478048	0.458063	0.437533	0.416457	0.39483	0.372652	0.349917	0.326624	0.302767	0.278341	0.253343	0.227764	0.2016	0.174842	0.147483	0.119513	0.0909225	0.0617008	0.0318361	0.00131537	-0.0298753	-0.0617513	-0.094329	-0.127626	-0.161663	-0.196459	-0.232037	-0.268422	-0.305639	-0.343716	-0.382683	
0.427555	0.427133	0.42768	0.429136	0.431444	0.434549	0.438399	0.442942	0.44813	0.453915	0.460253	0.467099	0.474411	0.482149	0.490274	0.498747	0.507532	0.516595	0.525901	0.535418	0.545114	0.554958	0.564921	0.574976	0.585093	0.595248	0.605413	0.615566	0.625682	0.635737	0.64571	0.65558	0.665325	0.674927	0.684364	0.69362	0.702677	0.711516	0.720121	0.728477	0.736568	0.74438	0.751897	0.759107	0.765996	0.772551	0.778761	0.784613	0.790097	0.795202	0.799918	0.804235	0.808143	0.811634	0.814699	0.817331	0.819521	0.821263	0.822548	0.823372	0.823727	0.823609	0.82301	0.821927	0.820354	0.818287	0.815722	0.812654	0.80908	0.804997	0.800401	0.79529	0.789661	0.783511	0.776839	0.769641	0.761917	0.753664	0.744881	0.735567	0.725719	0.715338	0.704422	0.69297	0.68098	0.668452	0.655385	0.641779	0.627631	0.612941	0.597708	0.581931	0.565609	0.548739	0.531321	0.513352	0.494831	0.475756	0.456123	0.43593	0.415174	0.39385	0.371956	0.349486	0.326436	0.3028	0.278572	0.253745	0.228312	0.202264	0.175593	0.148289	0.12034	0.0917369	0.0624654	0.0325122	0.0018624	-0.0295	-0.0615922	-0.0944331	-0.128043	-0.162443	-0.197656	-0.233708	-0.270626	-0.308438	-0.347174	-0.386868	-0.427555	
