0	0.382683	0.707107	0.92388	1	0.92388	0.707107	0.382683	-0	
0.707107	0.604586	0.654909	0.716887	0.712793	0.600182	0.353132	-0.0590381	-0.707107	
1	0.673645	0.591055	0.575969	0.534101	0.410922	0.164278	-0.264861	-1	
0.707107	0.498938	0.459698	0.461832	0.436722	0.345126	0.157921	-0.164686	-0.707107	
1.22465e-16	0.155305	0.286965	0.374938	0.40583	0.374938	0.286965	0.155305	-1.22465e-16	
-0.707107	-0.164686	0.157921	0.345126	0.436722	0.461832	0.459698	0.498938	0.707107	
-1	-0.264861	0.164278	0.410922	0.534101	0.575969	0.591055	0.673645	1	
-0.707107	-0.0590381	0.353132	0.600182	0.712793	0.716887	0.654909	0.604586	0.707107	
-2.44929e-16	0.382683	0.707107	0.92388	1	0.92388	0.707107	0.382683	2.44929e-16	
