0.92388	0.805097	0.715036	0.648037	0.599374	0.565086	0.541847	0.526862	0.517771	0.51258	0.509601	0.507396	0.504741	0.500584	0.49402	0.484257	0.470596	0.452403	0.429089	0.400083	0.364812	0.322668	0.272981	0.214983	0.147767	0.0702397	-0.0189325	-0.121394	-0.23918	-0.374811	-0.531408	-0.712839	-0.92388	
0.83147	0.727012	0.648379	0.590455	0.548963	0.520316	0.501501	0.489979	0.483611	0.480583	0.47936	0.478634	0.477291	0.474375	0.469063	0.460637	0.448463	0.43197	0.410629	0.383931	0.351364	0.31239	0.266415	0.21276	0.150623	0.0790374	-0.00318141	-0.0974942	-0.205712	-0.33008	-0.473389	-0.639093	-0.83147	
0.707107	0.6231	0.561008	0.516436	0.4857	0.465706	0.453851	0.447935	0.4461	0.446771	0.44861	0.450479	0.451404	0.450553	0.447211	0.440755	0.43064	0.416377	0.39752	0.373641	0.344318	0.309107	0.267523	0.219014	0.162926	0.0984654	0.0246614	-0.0596914	-0.156093	-0.266411	-0.392974	-0.538676	-0.707107	
0.55557	0.49727	0.456114	0.428575	0.411688	0.402952	0.400253	0.4018	0.406074	0.411781	0.417822	0.423256	0.427281	0.429212	0.428462	0.424522	0.416954	0.405371	0.389424	0.368789	0.343152	0.312189	0.275552	0.232844	0.183595	0.127233	0.0630496	-0.00984275	-0.0925585	-0.186499	-0.293422	-0.41553	-0.55557	
0.382683	0.354293	0.337599	0.330059	0.32952	0.334154	0.3424	0.35293	0.364604	0.376449	0.387629	0.397431	0.405243	0.410544	0.412891	0.411907	0.407274	0.398719	0.386006	0.368931	0.347303	0.320938	0.289645	0.253208	0.211371	0.163818	0.110142	0.0498256	-0.0178027	-0.0936052	-0.178686	-0.274452	-0.382683	
0.19509	0.199619	0.209927	0.224537	0.242175	0.261736	0.282258	0.302908	0.322957	0.341772	0.358807	0.373586	0.385704	0.394818	0.40064	0.402932	0.401506	0.396212	0.386942	0.373616	0.356181	0.334607	0.308873	0.278964	0.244858	0.206517	0.163871	0.116801	0.0651236	0.00856422	-0.0532673	-0.12091	-0.19509	
1.22465e-16	0.0391636	0.0779498	0.115985	0.152904	0.18835	0.221983	0.253479	0.282534	0.308869	0.33223	0.352392	0.369161	0.382375	0.391907	0.397665	0.399593	0.397672	0.391922	0.382397	0.369189	0.352425	0.332266	0.308907	0.282572	0.253515	0.222016	0.188379	0.152927	0.116003	0.0779611	0.0391689	-1.22465e-16	
-0.19509	-0.120915	-0.0532785	0.00854729	0.0651013	0.116774	0.163841	0.206485	0.244826	0.278933	0.308845	0.334583	0.356163	0.373604	0.386937	0.396216	0.401517	0.402951	0.400665	0.39485	0.385741	0.373626	0.358849	0.341815	0.322998	0.302946	0.282293	0.261765	0.242199	0.224555	0.209938	0.199624	0.19509	
-0.382683	-0.274458	-0.178697	-0.093621	-0.017823	0.0498019	0.110116	0.163791	0.211346	0.253184	0.289625	0.320924	0.347295	0.36893	0.386013	0.398733	0.407296	0.411936	0.412926	0.410584	0.405287	0.397477	0.387677	0.376496	0.364648	0.35297	0.342435	0.334183	0.329543	0.330075	0.337609	0.354298	0.382683	
-0.55557	-0.415535	-0.293432	-0.186513	-0.0925761	-0.00986278	0.0630285	0.127212	0.183576	0.232828	0.275541	0.312184	0.343154	0.368798	0.389441	0.405395	0.416986	0.42456	0.428505	0.42926	0.427331	0.423307	0.417872	0.41183	0.406119	0.40184	0.400287	0.40298	0.41171	0.42859	0.456123	0.497274	0.55557	
-0.707107	-0.53868	-0.392983	-0.266423	-0.156107	-0.0597071	0.0246456	0.098451	0.162914	0.219007	0.267522	0.309111	0.344329	0.37366	0.397546	0.416411	0.430679	0.4408	0.44726	0.450606	0.451457	0.450532	0.448662	0.44682	0.446144	0.447973	0.453883	0.465732	0.485719	0.516449	0.561015	0.623103	0.707107	
-0.83147	-0.639097	-0.473396	-0.33009	-0.205722	-0.0975054	-0.00319162	0.0790296	0.150619	0.212761	0.266421	0.312403	0.351384	0.383959	0.410664	0.432011	0.448509	0.460688	0.469117	0.474431	0.477347	0.478688	0.479411	0.48063	0.483653	0.490015	0.50153	0.520338	0.548979	0.590465	0.648384	0.727014	0.83147	
-0.92388	-0.712842	-0.531414	-0.374817	-0.239188	-0.121401	-0.0189372	0.0702382	0.147769	0.214991	0.272996	0.322689	0.36484	0.400118	0.429129	0.452449	0.470647	0.484311	0.494076	0.500641	0.504796	0.507449	0.50965	0.512624	0.517809	0.526893	0.541872	0.565104	0.599387	0.648045	0.715039	0.805098	0.92388	
-0.980785	-0.756976	-0.564599	-0.398578	-0.254809	-0.129974	-0.0213947	0.0730899	0.155227	0.226436	0.287877	0.340513	0.385162	0.422535	0.453278	0.478	0.497306	0.511823	0.522222	0.529246	0.533734	0.536648	0.539102	0.542395	0.548053	0.557866	0.573951	0.598811	0.635412	0.687283	0.758626	0.854459	0.980785	
-1	-0.769679	-0.571426	-0.400088	-0.251497	-0.122291	-0.00975771	0.0882883	0.173612	0.247646	0.311559	0.366321	0.412754	0.451576	0.483438	0.508956	0.528745	0.543441	0.553731	0.560375	0.564233	0.566293	0.5677	0.56979	0.574128	0.582557	0.597247	0.620768	0.656162	0.707044	0.77772	0.873325	1	
-0.980785	-0.750314	-0.551339	-0.378848	-0.228799	-0.0979337	0.0163665	0.116208	0.203287	0.278975	0.344388	0.400453	0.447952	0.487571	0.519933	0.545633	0.565266	0.579455	0.588874	0.594277	0.596517	0.596579	0.595604	0.594925	0.596103	0.600975	0.611704	0.630843	0.661416	0.707008	0.771883	0.861119	0.980785	
-0.92388	-0.699453	-0.504765	-0.335166	-0.186915	-0.0570113	0.0569496	0.156891	0.244353	0.320575	0.386563	0.443147	0.491027	0.530818	0.563084	0.588369	0.607222	0.620228	0.628024	0.63133	0.630969	0.62789	0.6232	0.61819	0.614374	0.613528	0.617742	0.629479	0.651646	0.687686	0.741681	0.818483	0.92388	
-0.83147	-0.618853	-0.433102	-0.270135	-0.126684	-0.000145089	0.111553	0.210053	0.296658	0.372409	0.438142	0.494541	0.542185	0.581585	0.613211	0.637529	0.655019	0.666201	0.671654	0.672041	0.668128	0.660803	0.651106	0.640253	0.629665	0.621012	0.61625	0.617677	0.627999	0.650406	0.688668	0.747254	0.83147	
-0.707107	-0.511385	-0.338655	-0.185587	-0.0495404	0.071563	0.179355	0.275108	0.359818	0.434261	0.499052	0.554687	0.601586	0.64012	0.670642	0.693512	0.709118	0.717895	0.720342	0.717046	0.70869	0.69608	0.680161	0.662041	0.643015	0.624599	0.608562	0.596976	0.592264	0.597268	0.615331	0.650392	0.707107	
-0.55557	-0.380926	-0.224546	-0.084015	0.0425467	0.156583	0.259195	0.351209	0.433245	0.505764	0.569115	0.623568	0.669349	0.706663	0.73572	0.756755	0.770041	0.775911	0.774769	0.767102	0.753499	0.734659	0.71141	0.684728	0.655749	0.6258	0.596419	0.569396	0.546808	0.531069	0.524995	0.531877	0.55557	
-0.382683	-0.2322	-0.0945894	0.0315267	0.147159	0.25303	0.349632	0.437287	0.516187	0.586436	0.648076	0.701121	0.745577	0.78146	0.808819	0.827742	0.838376	0.840937	0.835715	0.823091	0.803539	0.77764	0.746089	0.709707	0.66945	0.626427	0.581915	0.537379	0.4945	0.455204	0.421704	0.396549	0.382683	
-0.19509	-0.0706028	0.0468625	0.157552	0.261535	0.358744	0.449017	0.53212	0.607782	0.675715	0.735631	0.787262	0.830375	0.864782	0.89035	0.907015	0.914784	0.913742	0.904062	0.886005	0.859924	0.826271	0.785597	0.738557	0.685914	0.628542	0.567433	0.503704	0.438607	0.37354	0.310066	0.249931	0.19509	
-2.44929e-16	0.0980171	0.19509	0.290285	0.382683	0.471397	0.55557	0.634393	0.707107	0.77301	0.83147	0.881921	0.92388	0.95694	0.980785	0.995185	1	0.995185	0.980785	0.95694	0.92388	0.881921	0.83147	0.77301	0.707107	0.634393	0.55557	0.471397	0.382683	0.290285	0.19509	0.0980171	2.44929e-16	
