0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0239474	-0.0403191	-0.0547911	-0.0693753	-0.0845133	-0.100055	-0.11565	-0.130905	-0.145438	-0.158899	-0.170983	-0.181425	-0.190003	-0.196536	-0.200879	-0.202928	-0.202615	-0.199908	-0.194812	-0.187368	-0.177653	-0.165782	-0.151909	-0.136231	-0.118992	-0.100489	-0.0810839	-0.0612175	-0.041437	-0.022439	-0.00515541	0.00906467	0.0180286	0.0176873	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0144118	-0.0316269	-0.0483761	-0.0648832	-0.0814326	-0.0980034	-0.114375	-0.130239	-0.145266	-0.159139	-0.171568	-0.182299	-0.191116	-0.197842	-0.202335	-0.204492	-0.204247	-0.201571	-0.19647	-0.188988	-0.179207	-0.167247	-0.153272	-0.13749	-0.120164	-0.101617	-0.0822489	-0.06256	-0.0431822	-0.0249362	-0.00891953	0.00336062	0.00986583	0.00838776	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00886851	-0.02433	-0.0416833	-0.059524	-0.0774492	-0.0952373	-0.112644	-0.129383	-0.145156	-0.159666	-0.17264	-0.183833	-0.193036	-0.200075	-0.204812	-0.207146	-0.207014	-0.204389	-0.199283	-0.191744	-0.181861	-0.169766	-0.155636	-0.139699	-0.122245	-0.103633	-0.0843132	-0.064849	-0.0459476	-0.0285018	-0.0136277	-0.00265687	0.00307193	0.00305884	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00608893	-0.0194281	-0.0362649	-0.0546187	-0.0735148	-0.0924053	-0.110895	-0.128641	-0.145323	-0.160642	-0.174324	-0.18613	-0.195849	-0.20331	-0.208378	-0.210953	-0.210976	-0.208423	-0.203312	-0.195699	-0.185683	-0.173409	-0.159073	-0.142929	-0.125295	-0.106572	-0.0872541	-0.06795	-0.049402	-0.0324955	-0.0182379	-0.00765274	-0.00148396	0.000429058	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00471408	-0.0163986	-0.032392	-0.0507556	-0.070238	-0.0900243	-0.109537	-0.128325	-0.146008	-0.162255	-0.176774	-0.189315	-0.199664	-0.207645	-0.213122	-0.215998	-0.216213	-0.21375	-0.208633	-0.200926	-0.190743	-0.178245	-0.163648	-0.147232	-0.129347	-0.110428	-0.0910003	-0.0716977	-0.053259	-0.0365136	-0.0223253	-0.0114646	-0.00437604	-0.00087012	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00401882	-0.0146046	-0.0298515	-0.0480575	-0.0679067	-0.0884249	-0.108882	-0.128708	-0.147442	-0.164699	-0.180155	-0.193534	-0.204609	-0.213195	-0.219151	-0.222378	-0.222819	-0.220461	-0.215332	-0.20751	-0.197122	-0.184346	-0.169421	-0.152652	-0.134418	-0.115179	-0.0954845	-0.0759712	-0.0573561	-0.0404035	-0.0258619	-0.0143583	-0.00625913	-0.00156335	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00366641	-0.0136011	-0.0283494	-0.0464447	-0.0666056	-0.0877838	-0.109141	-0.130004	-0.149827	-0.168161	-0.184634	-0.198938	-0.210824	-0.22009	-0.226587	-0.230211	-0.230905	-0.228659	-0.223509	-0.215544	-0.204904	-0.191787	-0.176454	-0.159233	-0.140528	-0.120819	-0.10067	-0.0807135	-0.0616433	-0.0441732	-0.0289847	-0.016654	-0.00758298	-0.00198457	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00350379	-0.0131196	-0.0276437	-0.0457842	-0.0663203	-0.0881779	-0.110448	-0.132375	-0.153334	-0.172809	-0.190375	-0.205684	-0.218456	-0.228471	-0.235564	-0.239625	-0.240593	-0.238461	-0.233274	-0.225129	-0.214182	-0.20065	-0.184814	-0.167025	-0.147707	-0.12736	-0.106554	-0.0859239	-0.066145	-0.047906	-0.0318655	-0.0186084	-0.00861676	-0.00228419	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00345944	-0.0130055	-0.0275637	-0.0459524	-0.0670019	-0.0896313	-0.112885	-0.135941	-0.158105	-0.178796	-0.197535	-0.213928	-0.227662	-0.238489	-0.246229	-0.250761	-0.252019	-0.249999	-0.244749	-0.23638	-0.22506	-0.211026	-0.194578	-0.176089	-0.156002	-0.134835	-0.113169	-0.0916407	-0.070925	-0.0517079	-0.0346585	-0.0204034	-0.00951563	-0.00253201	0	
