10	9.91286	9.8257	9.73854	9.65136	9.56414	9.4769	9.38961	9.30228	9.21489	9.12744	9.03991	8.95231	8.86462	8.77683	8.68893	8.60091	8.51277	8.42449	8.33606	8.24748	8.15872	8.06977	7.98063	7.89128	7.8017	7.71189	7.62182	7.53149	7.44087	7.34996	7.25874	7.16718	7.07529	6.98303	6.8904	6.79738	6.70395	6.61011	6.51583	6.4211	6.32592	6.23026	6.13412	6.03749	5.94036	5.84271	5.74455	5.64587	5.54667	5.44693	5.34667	5.24589	5.14458	5.04274	4.9404	4.83754	4.73418	4.63032	4.52599	4.42118	4.31591	4.2102	4.10405	3.99748	3.89051	3.78314	3.6754	3.5673	3.45886	3.35009	3.24101	3.13162	3.02196	2.91203	2.80184	2.69142	2.58077	2.46991	2.35886	2.24762	2.1362	2.02463	1.91291	1.80104	1.68905	1.57695	1.46473	1.35242	1.24002	1.12754	1.01498	0.902363	0.789689	0.676965	0.5642	0.451401	0.338575	0.225728	0.112867	0	
10	9.91286	9.8257	9.73854	9.65136	9.56414	9.4769	9.38961	9.30228	9.21489	9.12744	9.03991	8.95231	8.86462	8.77683	8.68893	8.60091	8.51277	8.42449	8.33606	8.24748	8.15872	8.06977	7.98063	7.89128	7.8017	7.71189	7.62182	7.53149	7.44087	7.34996	7.25874	7.16718	7.07529	6.98303	6.8904	6.79738	6.70395	6.61011	6.51583	6.4211	6.32592	6.23026	6.13412	6.03749	5.94036	5.84271	5.74455	5.64587	5.54667	5.44693	5.34667	5.24589	5.14458	5.04274	4.9404	4.83754	4.73418	4.63032	4.52599	4.42118	4.31591	4.2102	4.10405	3.99748	3.89051	3.78314	3.6754	3.5673	3.45886	3.35009	3.24101	3.13162	3.02196	2.91203	2.80184	2.69142	2.58077	2.46991	2.35886	2.24762	2.1362	2.02463	1.91291	1.80104	1.68905	1.57695	1.46473	1.35242	1.24002	1.12754	1.01498	0.902363	0.789689	0.676965	0.5642	0.451401	0.338575	0.225728	0.112867	0	
10	9.91286	9.82572	9.73856	9.65139	9.56418	9.47695	9.38967	9.30234	9.21496	9.12752	9.04	8.95241	8.86472	8.77694	8.68906	8.60105	8.51292	8.42465	8.33624	8.24766	8.15892	8.06998	7.98086	7.89152	7.80196	7.71216	7.62211	7.53179	7.44119	7.35029	7.25908	7.16755	7.07567	6.98343	6.89081	6.7978	6.70439	6.61056	6.5163	6.42159	6.32641	6.23077	6.13464	6.03802	5.94089	5.84325	5.7451	5.64642	5.54722	5.44749	5.34722	5.24644	5.14512	5.04328	4.94093	4.83806	4.73469	4.63083	4.52648	4.42166	4.31638	4.21065	4.10449	3.99791	3.89092	3.78354	3.67578	3.56767	3.45921	3.35042	3.24132	3.13192	3.02224	2.9123	2.8021	2.69166	2.581	2.47013	2.35906	2.2478	2.13638	2.02479	1.91306	1.80118	1.68918	1.57706	1.46484	1.35252	1.24011	1.12762	1.01505	0.902425	0.789742	0.677011	0.564238	0.451431	0.338597	0.225743	0.112875	0	
10	9.91288	9.82575	9.73861	9.65144	9.56426	9.47703	9.38977	9.30246	9.2151	9.12767	9.04018	8.9526	8.86493	8.77717	8.68931	8.60133	8.51322	8.42497	8.33658	8.24803	8.15931	8.0704	7.9813	7.89199	7.80246	7.71269	7.62267	7.53238	7.44182	7.35095	7.25977	7.16827	7.07642	6.98421	6.89163	6.79865	6.70527	6.61147	6.51723	6.42255	6.3274	6.23177	6.13566	6.03906	5.94195	5.84432	5.74618	5.64751	5.54831	5.44858	5.34832	5.24753	5.1462	5.04436	4.94199	4.83911	4.73572	4.63184	4.52747	4.42262	4.31731	4.21156	4.10537	3.99875	3.89173	3.78432	3.67653	3.56839	3.4599	3.35108	3.24195	3.13252	3.02281	2.91283	2.8026	2.69214	2.58145	2.47055	2.35945	2.24817	2.13672	2.02511	1.91335	1.80146	1.68943	1.5773	1.46505	1.35271	1.24028	1.12777	1.01519	0.902547	0.789848	0.6771	0.564312	0.45149	0.338641	0.225772	0.112889	0	
10	9.9129	9.82579	9.73867	9.65153	9.56437	9.47717	9.38993	9.30264	9.21531	9.1279	9.04043	8.95288	8.86525	8.77752	8.68968	8.60173	8.51366	8.42545	8.33709	8.24858	8.1599	8.07103	7.98197	7.8927	7.80321	7.71349	7.62351	7.53327	7.44275	7.35193	7.2608	7.16935	7.07755	6.98538	6.89285	6.79992	6.70658	6.61282	6.51863	6.42398	6.32887	6.23328	6.1372	6.04062	5.94354	5.84593	5.7478	5.64915	5.54995	5.45023	5.34996	5.24916	5.14783	5.04596	4.94358	4.84067	4.73726	4.63334	4.52894	4.42406	4.31871	4.21291	4.10668	4.00002	3.89295	3.7855	3.67766	3.56947	3.46093	3.35206	3.24288	3.13341	3.02365	2.91363	2.80335	2.69284	2.58211	2.47117	2.36004	2.24872	2.13723	2.02558	1.91379	1.80186	1.68981	1.57764	1.46537	1.353	1.24054	1.128	1.0154	0.902728	0.790004	0.677233	0.564422	0.451577	0.338706	0.225815	0.112911	0	
10	9.91293	9.82585	9.73876	9.65165	9.56451	9.47734	9.39014	9.30288	9.21558	9.12821	9.04078	8.95326	8.86567	8.77797	8.69018	8.60227	8.51424	8.42608	8.33777	8.24931	8.16067	8.07186	7.98286	7.89365	7.80421	7.71455	7.62463	7.53445	7.444	7.35324	7.26218	7.17078	7.07905	6.98695	6.89447	6.80161	6.70833	6.61463	6.52049	6.4259	6.33083	6.23529	6.13925	6.04271	5.94566	5.84808	5.74997	5.65133	5.55215	5.45242	5.35215	5.25135	5.15	5.04811	4.9457	4.84276	4.73931	4.63535	4.5309	4.42597	4.32057	4.21472	4.10843	4.00171	3.89458	3.78706	3.67916	3.5709	3.4623	3.35337	3.24413	3.13459	3.02477	2.91469	2.80435	2.69379	2.583	2.472	2.36081	2.24945	2.13791	2.02621	1.91437	1.8024	1.69031	1.5781	1.46578	1.35337	1.24088	1.12831	1.01567	0.902967	0.790212	0.677409	0.564567	0.451693	0.338792	0.225873	0.11294	0	
10	9.91296	9.82592	9.73886	9.65179	9.56469	9.47756	9.39039	9.30318	9.21592	9.12859	9.0412	8.95373	8.86618	8.77854	8.6908	8.60294	8.51497	8.42686	8.33861	8.25021	8.16164	8.0729	7.98396	7.89482	7.80546	7.71587	7.62603	7.53593	7.44555	7.35487	7.26389	7.17258	7.08092	6.9889	6.89651	6.80372	6.71052	6.61689	6.52282	6.4283	6.3333	6.23781	6.14183	6.04533	5.94832	5.85077	5.75269	5.65407	5.5549	5.45518	5.35491	5.25408	5.15272	5.05081	4.94836	4.84538	4.74188	4.63787	4.53336	4.42837	4.32291	4.21698	4.11061	4.00382	3.89661	3.78901	3.68104	3.5727	3.46401	3.355	3.24568	3.13606	3.02617	2.91601	2.8056	2.69496	2.5841	2.47304	2.36178	2.25035	2.13875	2.027	1.9151	1.80307	1.69092	1.57866	1.4663	1.35384	1.2413	1.12869	1.01601	0.903264	0.790469	0.677628	0.564748	0.451836	0.3389	0.225944	0.112975	0	
10	9.913	9.826	9.73899	9.65196	9.56491	9.47782	9.3907	9.30353	9.21632	9.12904	9.04171	8.95429	8.8668	8.77922	8.69153	8.60374	8.51583	8.42779	8.33962	8.25129	8.1628	8.07413	7.98528	7.89622	7.80695	7.71745	7.6277	7.53769	7.44741	7.35683	7.26594	7.17473	7.08317	6.99125	6.89895	6.80626	6.71315	6.61961	6.52563	6.43118	6.33626	6.24084	6.14492	6.04849	5.95152	5.85402	5.75597	5.65737	5.55821	5.4585	5.35822	5.25739	5.15599	5.05405	4.95156	4.84853	4.74498	4.64091	4.53633	4.43126	4.32571	4.2197	4.11324	4.00636	3.89906	3.79136	3.68328	3.57485	3.46607	3.35696	3.24754	3.13783	3.02784	2.91759	2.80709	2.69636	2.58542	2.47427	2.36294	2.25143	2.13976	2.02793	1.91597	1.80387	1.69166	1.57934	1.46692	1.3544	1.24181	1.12914	1.01641	0.903617	0.790774	0.677887	0.564963	0.452007	0.339027	0.226028	0.113017	0	
10	9.91305	9.8261	9.73914	9.65216	9.56515	9.47812	9.39105	9.30394	9.21678	9.12957	9.04229	8.95494	8.86751	8.78	8.69238	8.60467	8.51683	8.42888	8.34078	8.25254	8.16414	8.07557	7.98681	7.89785	7.80868	7.71928	7.62964	7.53975	7.44957	7.35911	7.26834	7.17724	7.08579	6.99399	6.9018	6.80922	6.71622	6.62279	6.52891	6.43456	6.33973	6.2444	6.14855	6.05218	5.95528	5.85782	5.75982	5.66124	5.5621	5.46239	5.36211	5.26126	5.15984	5.05786	4.95532	4.85223	4.74861	4.64446	4.5398	4.43464	4.32899	4.22288	4.11632	4.00932	3.90191	3.7941	3.68591	3.57736	3.46846	3.35924	3.2497	3.13988	3.02978	2.91942	2.80882	2.69799	2.58695	2.47571	2.36428	2.25268	2.14092	2.02901	1.91697	1.8048	1.69251	1.58012	1.46763	1.35505	1.24239	1.12967	1.01687	0.904025	0.791127	0.678187	0.56521	0.452204	0.339174	0.226126	0.113066	0	
10	9.91311	9.82621	9.7393	9.65238	9.56543	9.47846	9.39145	9.3044	9.21731	9.13016	9.04295	8.95567	8.86832	8.78088	8.69335	8.60572	8.51797	8.4301	8.34211	8.25396	8.16566	8.0772	7.98855	7.8997	7.81065	7.72138	7.63186	7.54209	7.45204	7.36171	7.27107	7.1801	7.08879	6.99712	6.90507	6.81261	6.71974	6.62644	6.53267	6.43844	6.34371	6.24848	6.15272	6.05643	5.9596	5.8622	5.76424	5.6657	5.56658	5.46687	5.36659	5.26571	5.16426	5.06223	4.95964	4.85648	4.75278	4.64854	4.54378	4.43851	4.33275	4.22652	4.11984	4.01272	3.90517	3.79723	3.68891	3.58022	3.47119	3.36184	3.25217	3.14222	3.032	2.92151	2.81079	2.69985	2.58869	2.47734	2.3658	2.2541	2.14224	2.03024	1.9181	1.80585	1.69347	1.581	1.46843	1.35578	1.24305	1.13026	1.0174	0.904486	0.791526	0.678526	0.56549	0.452426	0.339339	0.226236	0.113121	0	
