8.5108e-05	0.000170132	0.000254988	0.000339593	0.000423862	0.000507713	0.000591063	0.000673829	0.000755931	0.000837287	0.000917816	0.00099744	0.00107608	0.00115366	0.00123009	0.00130532	0.00137926	0.00145183	0.00152297	0.00159261	0.00166068	0.00172711	0.00179184	0.00185479	0.00191592	0.00197515	0.00203244	0.00208772	0.00214094	0.00219205	0.00224099	0.00228772	0.00233219	0.00237437	0.0024142	0.00245164	0.00248667	0.00251924	0.00254933	0.0025769	0.00260193	0.00262439	0.00264426	0.00266152	0.00267616	0.00268815	0.00269749	0.00270417	0.00270818	0.00270952	0.00270818	0.00270417	0.00269749	0.00268815	0.00267616	0.00266152	0.00264426	0.00262439	0.00260193	0.0025769	0.00254933	0.00251924	0.00248667	0.00245164	0.0024142	0.00237437	0.00233219	0.00228772	0.00224099	0.00219204	0.00214094	0.00208772	0.00203244	0.00197515	0.00191592	0.00185479	0.00179183	0.00172711	0.00166068	0.00159261	0.00152297	0.00145183	0.00137926	0.00130532	0.00123009	0.00115366	0.00107608	0.000997439	0.000917816	0.000837286	0.000755931	0.000673829	0.000591062	0.000507713	0.000423862	0.000339592	0.000254988	0.000170132	8.51079e-05	
8.51074e-05	0.000170131	0.000254986	0.00033959	0.000423859	0.00050771	0.000591059	0.000673825	0.000755926	0.000837281	0.00091781	0.000997433	0.00107607	0.00115365	0.00123009	0.00130531	0.00137925	0.00145182	0.00152296	0.0015926	0.00166067	0.0017271	0.00179182	0.00185478	0.00191591	0.00197514	0.00203243	0.0020877	0.00214092	0.00219203	0.00224097	0.00228771	0.00233218	0.00237435	0.00241418	0.00245163	0.00248666	0.00251923	0.00254932	0.00257689	0.00260191	0.00262437	0.00264425	0.00266151	0.00267614	0.00268813	0.00269747	0.00270415	0.00270816	0.0027095	0.00270816	0.00270415	0.00269747	0.00268813	0.00267614	0.00266151	0.00264424	0.00262437	0.00260191	0.00257689	0.00254931	0.00251923	0.00248665	0.00245163	0.00241418	0.00237435	0.00233218	0.0022877	0.00224097	0.00219203	0.00214092	0.0020877	0.00203242	0.00197514	0.0019159	0.00185478	0.00179182	0.0017271	0.00166067	0.0015926	0.00152296	0.00145182	0.00137925	0.00130531	0.00123009	0.00115365	0.00107607	0.000997433	0.00091781	0.000837281	0.000755926	0.000673825	0.000591059	0.000507709	0.000423859	0.00033959	0.000254986	0.000170131	8.51074e-05	
8.51063e-05	0.000170129	0.000254983	0.000339586	0.000423854	0.000507703	0.000591051	0.000673816	0.000755916	0.00083727	0.000917798	0.00099742	0.00107606	0.00115363	0.00123007	0.00130529	0.00137923	0.0014518	0.00152294	0.00159258	0.00166065	0.00172708	0.0017918	0.00185476	0.00191588	0.00197511	0.0020324	0.00208768	0.0021409	0.002192	0.00224094	0.00228768	0.00233215	0.00237432	0.00241415	0.0024516	0.00248662	0.0025192	0.00254928	0.00257685	0.00260188	0.00262434	0.00264421	0.00266147	0.00267611	0.0026881	0.00269744	0.00270412	0.00270813	0.00270946	0.00270813	0.00270412	0.00269744	0.0026881	0.0026761	0.00266147	0.00264421	0.00262434	0.00260188	0.00257685	0.00254928	0.00251919	0.00248662	0.0024516	0.00241415	0.00237432	0.00233215	0.00228767	0.00224094	0.002192	0.0021409	0.00208768	0.0020324	0.00197511	0.00191588	0.00185475	0.0017918	0.00172708	0.00166065	0.00159258	0.00152294	0.0014518	0.00137923	0.00130529	0.00123007	0.00115363	0.00107606	0.00099742	0.000917798	0.00083727	0.000755916	0.000673816	0.000591051	0.000507703	0.000423853	0.000339586	0.000254983	0.000170129	8.51063e-05	
8.51046e-05	0.000170125	0.000254978	0.000339579	0.000423845	0.000507693	0.00059104	0.000673803	0.000755901	0.000837254	0.00091778	0.000997401	0.00107604	0.00115361	0.00123005	0.00130527	0.0013792	0.00145177	0.00152291	0.00159255	0.00166062	0.00172704	0.00179177	0.00185472	0.00191584	0.00197508	0.00203236	0.00208764	0.00214085	0.00219196	0.0022409	0.00228763	0.0023321	0.00237427	0.0024141	0.00245155	0.00248657	0.00251915	0.00254923	0.0025768	0.00260183	0.00262429	0.00264416	0.00266142	0.00267605	0.00268805	0.00269739	0.00270406	0.00270807	0.00270941	0.00270807	0.00270406	0.00269739	0.00268805	0.00267605	0.00266142	0.00264416	0.00262429	0.00260183	0.0025768	0.00254923	0.00251915	0.00248657	0.00245155	0.0024141	0.00237427	0.0023321	0.00228763	0.0022409	0.00219196	0.00214085	0.00208764	0.00203236	0.00197507	0.00191584	0.00185472	0.00179176	0.00172704	0.00166062	0.00159255	0.00152291	0.00145177	0.0013792	0.00130527	0.00123005	0.00115361	0.00107604	0.0009974	0.00091778	0.000837253	0.000755901	0.000673803	0.000591039	0.000507693	0.000423845	0.000339579	0.000254978	0.000170125	8.51046e-05	
8.51024e-05	0.000170121	0.000254971	0.00033957	0.000423834	0.00050768	0.000591024	0.000673785	0.000755882	0.000837232	0.000917756	0.000997374	0.00107601	0.00115358	0.00123001	0.00130523	0.00137917	0.00145174	0.00152287	0.00159251	0.00166057	0.001727	0.00179172	0.00185467	0.00191579	0.00197502	0.00203231	0.00208758	0.0021408	0.0021919	0.00224084	0.00228757	0.00233204	0.00237421	0.00241404	0.00245148	0.00248651	0.00251908	0.00254917	0.00257673	0.00260176	0.00262422	0.00264409	0.00266135	0.00267598	0.00268798	0.00269731	0.00270399	0.002708	0.00270934	0.002708	0.00270399	0.00269731	0.00268797	0.00267598	0.00266135	0.00264409	0.00262422	0.00260176	0.00257673	0.00254916	0.00251908	0.00248651	0.00245148	0.00241404	0.00237421	0.00233204	0.00228757	0.00224084	0.0021919	0.0021408	0.00208758	0.0020323	0.00197502	0.00191579	0.00185467	0.00179172	0.001727	0.00166057	0.00159251	0.00152287	0.00145174	0.00137917	0.00130523	0.00123001	0.00115358	0.00107601	0.000997374	0.000917756	0.000837232	0.000755881	0.000673785	0.000591024	0.000507679	0.000423834	0.00033957	0.000254971	0.000170121	8.51024e-05	
8.50996e-05	0.000170115	0.000254963	0.000339559	0.00042382	0.000507663	0.000591005	0.000673763	0.000755857	0.000837205	0.000917726	0.000997342	0.00107597	0.00115354	0.00122997	0.00130519	0.00137912	0.00145169	0.00152282	0.00159246	0.00166052	0.00172694	0.00179166	0.00185461	0.00191573	0.00197496	0.00203224	0.00208751	0.00214073	0.00219183	0.00224077	0.0022875	0.00233197	0.00237413	0.00241396	0.0024514	0.00248643	0.002519	0.00254908	0.00257665	0.00260168	0.00262413	0.002644	0.00266126	0.0026759	0.00268789	0.00269723	0.0027039	0.00270791	0.00270925	0.00270791	0.0027039	0.00269723	0.00268789	0.00267589	0.00266126	0.002644	0.00262413	0.00260168	0.00257665	0.00254908	0.002519	0.00248643	0.0024514	0.00241396	0.00237413	0.00233197	0.0022875	0.00224077	0.00219183	0.00214073	0.00208751	0.00203224	0.00197496	0.00191573	0.00185461	0.00179166	0.00172694	0.00166052	0.00159246	0.00152282	0.00145169	0.00137912	0.00130519	0.00122997	0.00115354	0.00107597	0.000997341	0.000917726	0.000837204	0.000755857	0.000673763	0.000591004	0.000507663	0.00042382	0.000339559	0.000254963	0.000170115	8.50996e-05	
8.50963e-05	0.000170109	0.000254953	0.000339546	0.000423804	0.000507643	0.000590982	0.000673737	0.000755827	0.000837172	0.00091769	0.000997303	0.00107593	0.0011535	0.00122993	0.00130514	0.00137907	0.00145163	0.00152277	0.0015924	0.00166045	0.00172687	0.00179159	0.00185454	0.00191565	0.00197488	0.00203216	0.00208743	0.00214064	0.00219174	0.00224068	0.00228741	0.00233187	0.00237404	0.00241387	0.00245131	0.00248633	0.0025189	0.00254898	0.00257655	0.00260157	0.00262403	0.0026439	0.00266116	0.00267579	0.00268778	0.00269712	0.0027038	0.00270781	0.00270914	0.00270781	0.0027038	0.00269712	0.00268778	0.00267579	0.00266116	0.0026439	0.00262403	0.00260157	0.00257655	0.00254898	0.0025189	0.00248633	0.00245131	0.00241386	0.00237404	0.00233187	0.00228741	0.00224068	0.00219174	0.00214064	0.00208743	0.00203216	0.00197488	0.00191565	0.00185454	0.00179159	0.00172687	0.00166045	0.00159239	0.00152276	0.00145163	0.00137907	0.00130514	0.00122993	0.0011535	0.00107593	0.000997302	0.00091769	0.000837171	0.000755827	0.000673737	0.000590981	0.000507643	0.000423803	0.000339546	0.000254953	0.000170109	8.50962e-05	
8.50924e-05	0.000170101	0.000254941	0.00033953	0.000423784	0.00050762	0.000590955	0.000673706	0.000755793	0.000837134	0.000917648	0.000997257	0.00107588	0.00115345	0.00122987	0.00130508	0.001379	0.00145157	0.0015227	0.00159232	0.00166038	0.00172679	0.00179151	0.00185445	0.00191557	0.00197479	0.00203207	0.00208734	0.00214055	0.00219164	0.00224058	0.0022873	0.00233177	0.00237393	0.00241376	0.0024512	0.00248622	0.00251878	0.00254887	0.00257643	0.00260146	0.00262391	0.00264378	0.00266104	0.00267567	0.00268766	0.002697	0.00270367	0.00270768	0.00270902	0.00270768	0.00270367	0.002697	0.00268766	0.00267567	0.00266104	0.00264378	0.00262391	0.00260145	0.00257643	0.00254886	0.00251878	0.00248622	0.00245119	0.00241375	0.00237393	0.00233177	0.0022873	0.00224058	0.00219164	0.00214055	0.00208734	0.00203207	0.00197479	0.00191557	0.00185445	0.00179151	0.00172679	0.00166038	0.00159232	0.00152269	0.00145157	0.001379	0.00130508	0.00122987	0.00115344	0.00107588	0.000997257	0.000917648	0.000837133	0.000755792	0.000673706	0.000590954	0.00050762	0.000423784	0.00033953	0.000254941	0.000170101	8.50924e-05	
8.5088e-05	0.000170092	0.000254928	0.000339513	0.000423762	0.000507593	0.000590924	0.000673671	0.000755753	0.00083709	0.0009176	0.000997205	0.00107583	0.00115338	0.00122981	0.00130501	0.00137893	0.00145149	0.00152262	0.00159224	0.00166029	0.0017267	0.00179141	0.00185436	0.00191547	0.00197469	0.00203196	0.00208723	0.00214043	0.00219153	0.00224046	0.00228718	0.00233165	0.00237381	0.00241363	0.00245107	0.00248609	0.00251865	0.00254873	0.0025763	0.00260132	0.00262377	0.00264364	0.0026609	0.00267553	0.00268752	0.00269686	0.00270353	0.00270754	0.00270888	0.00270754	0.00270353	0.00269686	0.00268752	0.00267553	0.0026609	0.00264364	0.00262377	0.00260132	0.0025763	0.00254873	0.00251865	0.00248609	0.00245107	0.00241363	0.00237381	0.00233165	0.00228718	0.00224046	0.00219153	0.00214043	0.00208723	0.00203196	0.00197469	0.00191547	0.00185435	0.00179141	0.0017267	0.00166029	0.00159224	0.00152262	0.00145149	0.00137893	0.00130501	0.0012298	0.00115338	0.00107583	0.000997205	0.0009176	0.000837089	0.000755753	0.000673671	0.000590923	0.000507593	0.000423762	0.000339512	0.000254928	0.000170092	8.50879e-05	
8.5083e-05	0.000170082	0.000254913	0.000339493	0.000423737	0.000507564	0.000590889	0.000673632	0.000755709	0.000837041	0.000917547	0.000997147	0.00107576	0.00115332	0.00122973	0.00130494	0.00137885	0.00145141	0.00152253	0.00159215	0.00166019	0.0017266	0.00179131	0.00185425	0.00191535	0.00197457	0.00203184	0.00208711	0.00214031	0.0021914	0.00224033	0.00228705	0.00233151	0.00237367	0.00241349	0.00245092	0.00248594	0.0025185	0.00254858	0.00257615	0.00260117	0.00262362	0.00264349	0.00266074	0.00267537	0.00268736	0.0026967	0.00270338	0.00270738	0.00270872	0.00270738	0.00270338	0.0026967	0.00268736	0.00267537	0.00266074	0.00264349	0.00262362	0.00260117	0.00257615	0.00254858	0.0025185	0.00248594	0.00245092	0.00241349	0.00237367	0.00233151	0.00228705	0.00224033	0.0021914	0.00214031	0.0020871	0.00203184	0.00197457	0.00191535	0.00185425	0.00179131	0.0017266	0.00166019	0.00159215	0.00152253	0.0014514	0.00137885	0.00130494	0.00122973	0.00115332	0.00107576	0.000997146	0.000917546	0.00083704	0.000755709	0.000673631	0.000590889	0.000507563	0.000423737	0.000339493	0.000254913	0.000170082	8.50829e-05	
